"Id","SalePrice"
1751,201300
1752,129850
1753,198445
1754,220916.666666667
1755,196916.666666667
1756,135050
1757,118750
1758,163483.333333333
1759,214983.333333333
1760,163316.666666667
1761,180000
1762,205333.333333333
1763,168375
1764,130833.333333333
1765,243816.666666667
1766,225416.666666667
1767,277750
1768,169742.666666667
1769,170733.333333333
1770,132416.666666667
1771,136266.666666667
1772,178050
1773,144016.666666667
1774,195834.5
1775,134825
1776,144708.333333333
1777,121916.666666667
1778,131250
1779,108966.666666667
1780,171466.666666667
1781,136400
1782,94850
1783,134722.5
1784,85166.6666666667
1785,147831.666666667
1786,165808.333333333
1787,172550
1788,88050
1789,108625
1790,90916.6666666667
1791,279250
1792,169658.333333333
1793,149633.333333333
1794,132916.666666667
1795,130083.333333333
1796,102983.333333333
1797,147983.333333333
1798,135883.333333333
1799,127783.333333333
1800,134666.666666667
1801,166972.5
1802,123233.333333333
1803,167750
1804,131333.333333333
1805,127250
1806,139923
1807,230631.666666667
1808,185714.166666667
1809,134916.666666667
1810,123016.666666667
1811,143666.666666667
1812,143900
1813,127833.333333333
1814,114666.666666667
1815,78633.3333333333
1816,102359.666666667
1817,162000
1818,168166.666666667
1819,136834
1820,96483.3333333333
1821,111959.166666667
1822,162000
1823,91218.5
1824,169090.666666667
1825,122672.333333333
1826,110700
1827,113608.333333333
1828,133408.333333333
1829,143916.666666667
1830,174725
1831,146083.333333333
1832,143000
1833,170983.333333333
1834,107383.333333333
1835,124616.666666667
1836,127296.666666667
1837,117791.666666667
1838,150083.333333333
1839,76958.3333333333
1840,153333.333333333
1841,150250
1842,124750
1843,142916.666666667
1844,134000
1845,211419.166666667
1846,189153.666666667
1847,227048.833333333
1848,80618.5
1849,185930.833333333
1850,125650
1851,148250
1852,139350
1853,139716.666666667
1854,124208.333333333
1855,165328.333333333
1856,182025
1857,193358.333333333
1858,159058.833333333
1859,111003.666666667
1860,181972.833333333
1861,111003.666666667
1862,297666.666666667
1863,229105.833333333
1864,229105.833333333
1865,275166.666666667
1866,255066.666666667
1867,201498.333333333
1868,322388.666666667
1869,201066.666666667
1870,168800
1871,206954.666666667
1872,174416.666666667
1873,218610.833333333
1874,135233.333333333
1875,243887
1876,218196.333333333
1877,201416.666666667
1878,213823.5
1879,161383.333333333
1880,133710
1881,307405.333333333
1882,272672
1883,188683.333333333
1884,187983.333333333
1885,235237
1886,333602.833333333
1887,226659.333333333
1888,242333.333333333
1889,171139.166666667
1890,139250
1891,131916.666666667
1892,115083.333333333
1893,149583.333333333
1894,170184.166666667
1895,154291.666666667
1896,160350
1897,120850
1898,97633.3333333333
1899,116211.5
1900,122150
1901,179466.666666667
1902,184066.666666667
1903,202750
1904,140675
1905,174400
1906,202597.5
1907,189750
1908,95416.6666666667
1909,106316.666666667
1910,102166.666666667
1911,178816.666666667
1912,227566.666666667
1913,209916.666666667
1914,95333.3333333333
1915,219239.833333333
1916,156666.666666667
1917,234215
1918,144733.333333333
1919,169750
1920,241383.333333333
1921,355138
1922,317733.666666667
1923,201000
1924,220650
1925,202333.333333333
1926,346996.333333333
1927,131941.666666667
1928,176316.666666667
1929,127566.666666667
1930,106200
1931,137066.666666667
1932,141000
1933,175500
1934,206083.333333333
1935,178616.666666667
1936,197291.666666667
1937,216419.166666667
1938,158966.666666667
1939,236558.333333333
1940,160130
1941,184705.833333333
1942,182050
1943,155762.5
1944,290418.833333333
1945,338403.666666667
1946,193604
1947,240916.666666667
1948,343500
1949,236116.666666667
1950,152750
1951,257039.5
1952,304571
1953,188468.166666667
1954,170091.666666667
1955,137233.333333333
1956,320166.666666667
1957,184815
1958,270000
1959,183500
1960,119208.333333333
1961,121383.333333333
1962,92483.3333333333
1963,96983.3333333333
1964,109733.333333333
1965,153750
1966,157240
1967,271316.666666667
1968,390763.833333333
1969,336071
1970,367189.333333333
1971,336333.333333333
1972,336213.333333333
1973,211250
1974,282458.333333333
1975,397855.833333333
1976,255066.666666667
1977,274440.5
1978,312537.333333333
1979,226232.166666667
1980,203284.666666667
1981,238965.666666667
1982,214483.333333333
1983,179574
1984,148833.333333333
1985,215989.833333333
1986,226489.833333333
1987,172966
1988,159490
1989,183308.333333333
1990,185333.333333333
1991,209475
1992,213555.833333333
1993,162733.333333333
1994,246916.666666667
1995,182640
1996,256583.333333333
1997,246916.666666667
1998,361032.166666667
1999,278608.333333333
2000,297649.666666667
2001,220500
2002,258983.333333333
2003,205528.333333333
2004,206791.666666667
2005,187666.666666667
2006,195946.666666667
2007,258873.833333333
2008,161000
2009,184041.666666667
2010,194064.5
2011,132483.333333333
2012,145736.166666667
2013,203383.333333333
2014,207966.666666667
2015,200566.666666667
2016,209050
2017,216289.166666667
2018,136175
2019,132916.666666667
2020,132500
2021,110083.333333333
2022,193311.666666667
2023,180066.666666667
2024,300128.333333333
2025,296458.333333333
2026,177389.166666667
2027,149147.5
2028,140276
2029,169316.666666667
2030,256650
2031,184983.333333333
2032,204339.833333333
2033,219239.833333333
2034,161566.666666667
2035,219000
2036,155733.333333333
2037,152150
2038,163039
2039,160666.666666667
2040,290854.166666667
2041,210416.666666667
2042,175583.333333333
2043,165750
2044,199784.166666667
2045,232070.333333333
2046,210999.666666667
2047,203946.333333333
2048,132750
2049,212267.5
2050,190716.666666667
2051,101366.666666667
2052,126666.666666667
2053,152883.333333333
2054,105816.666666667
2055,169483.333333333
2056,122533.333333333
2057,134858.333333333
2058,226650
2059,142250
2060,168150
2061,250233.333333333
2062,148983.333333333
2063,122583.333333333
2064,148633.333333333
2065,142691.666666667
2066,198372
2067,113666.666666667
2068,233500
2069,101133.333333333
2070,117216.666666667
2071,89850
2072,180316.666666667
2073,139150
2074,194233.333333333
2075,146441.666666667
2076,122650
2077,139166.666666667
2078,132833.333333333
2079,156950
2080,111858.333333333
2081,148833.333333333
2082,183806.166666667
2083,171316.666666667
2084,115300
2085,153950
2086,107466.666666667
2087,147636
2088,121072.333333333
2089,90166.6666666667
2090,119233.333333333
2091,187289.166666667
2092,165083.333333333
2093,167000
2094,102292.5
2095,130000
2096,1e+05
2097,89216.6666666667
2098,184583.333333333
2099,110000
2100,144716.666666667
2101,171173.333333333
2102,122816.666666667
2103,112066.666666667
2104,174233.333333333
2105,127900
2106,147639.166666667
2107,267150
2108,122650
2109,128858.333333333
2110,122333.333333333
2111,153066.666666667
2112,162166.666666667
2113,126941.666666667
2114,106150
2115,132141.666666667
2116,112275
2117,132566.666666667
2118,117333.333333333
2119,102763.333333333
2120,116033.333333333
2121,115083.333333333
2122,111500
2123,78633.3333333333
2124,131891.666666667
2125,144291.666666667
2126,192666.666666667
2127,165066.666666667
2128,137172.333333333
2129,113525
2130,148633.333333333
2131,192032.333333333
2132,142566.666666667
2133,150591.666666667
2134,113483.333333333
2135,90500
2136,126833.333333333
2137,115758.333333333
2138,136925
2139,143108.333333333
2140,135233.333333333
2141,128066.666666667
2142,136908.333333333
2143,126216.666666667
2144,144643.166666667
2145,132166.666666667
2146,170066.666666667
2147,184900
2148,159816.666666667
2149,134483.333333333
2150,198583.333333333
2151,103866.666666667
2152,204078.333333333
2153,207728.666666667
2154,120666.666666667
2155,141416.666666667
2156,324773.333333333
2157,220666.666666667
2158,220518.333333333
2159,165675
2160,150316.666666667
2161,213476.666666667
2162,411975
2163,322905.333333333
2164,180416.666666667
2165,164083.333333333
2166,145483.333333333
2167,219076
2168,184083.333333333
2169,191000
2170,185400
2171,157033.333333333
2172,127916.666666667
2173,182066.666666667
2174,223500
2175,244681.666666667
2176,319833.333333333
2177,252133.333333333
2178,210833.333333333
2179,143983.333333333
2180,285194.833333333
2181,173111.666666667
2182,241383.333333333
2183,174200.333333333
2184,140066.666666667
2185,124066.666666667
2186,183722.833333333
2187,140983.333333333
2188,158566.666666667
2189,343500
2190,78633.3333333333
2191,107253.666666667
2192,128233.333333333
2193,135166.666666667
2194,92400
2195,154650
2196,128233.333333333
2197,116983.333333333
2198,189935.833333333
2199,215089.166666667
2200,149583.333333333
2201,185714.166666667
2202,177400
2203,162000
2204,198116.666666667
2205,151340
2206,125075
2207,175700
2208,223816.666666667
2209,170525
2210,96483.3333333333
2211,121000
2212,91650
2213,104083.333333333
2214,130725
2215,118133.333333333
2216,180083.333333333
2217,139500
2218,121283.333333333
2219,108866.666666667
2220,83551.8333333333
2221,232823.166666667
2222,226489.833333333
2223,207687.5
2224,214816.666666667
2225,155583.333333333
2226,221166.666666667
2227,202156.5
2228,212416.666666667
2229,202333.333333333
2230,143750
2231,203333.333333333
2232,186296.666666667
2233,169400
2234,192083.333333333
2235,247166.666666667
2236,272000
2237,361032.166666667
2238,198000
2239,115591.666666667
2240,168300
2241,171000
2242,144033.333333333
2243,144250
2244,92316.6666666667
2245,97316.6666666667
2246,148000
2247,104066.666666667
2248,118916.666666667
2249,125416.666666667
2250,125675
2251,330166.666666667
2252,205983.333333333
2253,149395.333333333
2254,168358.333333333
2255,215196.333333333
2256,172383.333333333
2257,169333.333333333
2258,125822
2259,182158.333333333
2260,150633.333333333
2261,146063.333333333
2262,202833.333333333
2263,287916.666666667
2264,330166.666666667
2265,240825
2266,227700
2267,322571
2268,358138
2269,155340.166666667
2270,166000
2271,219416.666666667
2272,196733.333333333
2273,135333.333333333
2274,175316.666666667
2275,196800
2276,153966.666666667
2277,219483.333333333
2278,161483.333333333
2279,133916.666666667
2280,130416.666666667
2281,187766.833333333
2282,179250
2283,111583.333333333
2284,97583.3333333333
2285,148333.333333333
2286,130400
2287,354746.333333333
2288,262473.5
2289,368571
2290,392229.333333333
2291,290418.833333333
2292,355416.666666667
2293,390763.833333333
2294,420118.833333333
2295,319306.166666667
2296,236623.833333333
2297,235216.666666667
2298,272066.666666667
2299,413938.666666667
2300,270000
2301,211666.666666667
2302,254829.5
2303,210821.166666667
2304,252000
2305,192806.5
2306,202306.5
2307,201650
2308,193683.5
2309,252166.666666667
2310,179574
2311,222006.5
2312,202335.833333333
2313,174612.5
2314,190731.166666667
2315,174940
2316,181866.666666667
2317,163150
2318,178415
2319,162733.333333333
2320,182775
2321,226489.833333333
2322,175266
2323,160750
2324,142097.5
2325,223490.166666667
2326,157200
2327,169741.666666667
2328,214946.333333333
2329,179583.333333333
2330,175916.666666667
2331,339481.833333333
2332,300811.666666667
2333,276500
2334,264733.333333333
2335,232800
2336,318300
2337,171498.333333333
2338,196916.666666667
2339,212400
2340,364496.333333333
2341,195093.333333333
2342,226233.333333333
2343,239500
2344,204833.333333333
2345,212896.5
2346,192278.333333333
2347,193281.5
2348,202783.333333333
2349,178362.5
2350,212000
2351,249357.166666667
2352,230572.166666667
2353,269900
2354,142733.333333333
2355,156866.666666667
2356,157866.666666667
2357,190875
2358,182666.666666667
2359,160483.333333333
2360,112666.666666667
2361,146566.666666667
2362,261020.666666667
2363,131458.333333333
2364,137351.5
2365,182579.666666667
2366,170305.833333333
2367,187766.833333333
2368,226489.833333333
2369,159825.833333333
2370,162816.666666667
2371,171733.333333333
2372,192915.666666667
2373,223222.5
2374,255246.333333333
2375,177625
2376,382635
2377,275056.166666667
2378,138600
2379,212955.833333333
2380,125833.333333333
2381,155083.333333333
2382,161625
2383,198445
2384,258791.666666667
2385,139375
2386,139125
2387,130008.333333333
2388,91150
2389,123000
2390,151316.666666667
2391,141816.666666667
2392,114375
2393,141100
2394,144166.666666667
2395,208833.333333333
2396,157166.666666667
2397,247250
2398,122583.333333333
2399,89916.6666666667
2400,78391.6666666667
2401,90583.3333333333
2402,135150
2403,186433.333333333
2404,154400
2405,158883.333333333
2406,120750
2407,145743.333333333
2408,126525
2409,129414.166666667
2410,169483.333333333
2411,124650
2412,148416.666666667
2413,149740
2414,144250
2415,181800
2416,136133.333333333
2417,142333.333333333
2418,130500
2419,154000
2420,130416.666666667
2421,154666.666666667
2422,152097.5
2423,170483.333333333
2424,169196.666666667
2425,246856.666666667
2426,151500
2427,148639.166666667
2428,176175
2429,124376.333333333
2430,129666.666666667
2431,135125
2432,133616.666666667
2433,163250
2434,129908.333333333
2435,195916.666666667
2436,97950
2437,119966.666666667
2438,130900
2439,111983.333333333
2440,125650
2441,145800
2442,150722.5
2443,120633.333333333
2444,158490
2445,119366.666666667
2446,136500
2447,187679.166666667
2448,166033.333333333
2449,123122.333333333
2450,175400
2451,134067.333333333
2452,222250
2453,98483.3333333333
2454,117566.666666667
2455,119583.333333333
2456,193416.666666667
2457,114083.333333333
2458,115066.666666667
2459,112858.333333333
2460,132816.666666667
2461,118916.666666667
2462,140400
2463,123566.666666667
2464,169333.333333333
2465,182940
2466,151244.333333333
2467,111233.333333333
2468,86866.6666666667
2469,109125.833333333
2470,206916.666666667
2471,192366.666666667
2472,238816.666666667
2473,132216.666666667
2474,148150
2475,227333.333333333
2476,131339
2477,142750
2478,162583.333333333
2479,160066.666666667
2480,146400
2481,154833.333333333
2482,128500
2483,122876.333333333
2484,130500
2485,135750
2486,176150
2487,270107.166666667
2488,133900
2489,149633.333333333
2490,175583.333333333
2491,102983.333333333
2492,172750
2493,145766.166666667
2494,178333.333333333
2495,120905.333333333
2496,196350
2497,159525
2498,104083.333333333
2499,106483.333333333
2500,136083.333333333
2501,163900
2502,155416.666666667
2503,152641.666666667
2504,202520.833333333
2505,202791.666666667
2506,197331.666666667
2507,227207.166666667
2508,245773.833333333
2509,221188
2510,196683.333333333
2511,192915.666666667
2512,197750
2513,216696.333333333
2514,214411.666666667
2515,168066.666666667
2516,158233.333333333
2517,130276.333333333
2518,158583.333333333
2519,191583.333333333
2520,216116.666666667
2521,170750
2522,216613
2523,132033.333333333
2524,134233.333333333
2525,135316.666666667
2526,142916.666666667
2527,155633.333333333
2528,130625
2529,129350
2530,128783.333333333
2531,314738.666666667
2532,214946.333333333
2533,182475
2534,153541.666666667
2535,312427.666666667
2536,236500
2537,168083.333333333
2538,186575
2539,173576
2540,186921.666666667
2541,175237
2542,174073.333333333
2543,133133.333333333
2544,134666.666666667
2545,208502.5
2546,165783.333333333
2547,117500
2548,155750
2549,153916.666666667
2550,271429
2551,131916.666666667
2552,118716.666666667
2553,107253.666666667
2554,156412.333333333
2555,109666.666666667
2556,111647.166666667
2557,133333.333333333
2558,225166.666666667
2559,164225
2560,115083.333333333
2561,140350
2562,132066.666666667
2563,146316.666666667
2564,169900
2565,141850
2566,165408.333333333
2567,123016.666666667
2568,144858.333333333
2569,197666.666666667
2570,96483.3333333333
2571,156466.666666667
2572,132400
2573,195416.666666667
2574,198472
2575,126250
2576,145491.666666667
2577,199250
2578,95816.6666666667
2579,96525
2580,169666.666666667
2581,172160
2582,111000
2583,286983.333333333
2584,153383.333333333
2585,180650
2586,220243.166666667
2587,200666.666666667
2588,132108.333333333
2589,133500
2590,224673.166666667
2591,244911.666666667
2592,192766.666666667
2593,178950
2594,167723.333333333
2595,181549
2596,336722
2597,184700
2598,253716.666666667
2599,259548.833333333
2600,273875
2601,123800
2602,104066.666666667
2603,98316.6666666667
2604,103316.666666667
2605,93166.6666666667
2606,141000
2607,229583.333333333
2608,184220.666666667
2609,192183.333333333
2610,129150
2611,216691.666666667
2612,149166.666666667
2613,136883.333333333
2614,115666.666666667
2615,161333.333333333
2616,139916.666666667
2617,322072
2618,262158.333333333
2619,258519.666666667
2620,195150
2621,190731.166666667
2622,196895.833333333
2623,213647.833333333
2624,326505.5
2625,410996
2626,133908.333333333
2627,172966
2628,308376.833333333
2629,271190.5
2630,294355.333333333
2631,327210.166666667
2632,360398.666666667
2633,243083.333333333
2634,279539.5
2635,145166.666666667
2636,219029.166666667
2637,147483.333333333
2638,238306.666666667
2639,192608.333333333
2640,156900
2641,117800
2642,217326
2643,156880.833333333
2644,162816.666666667
2645,96150
2646,96983.3333333333
2647,101400
2648,154016.666666667
2649,145908.333333333
2650,126583.333333333
2651,133000
2652,277333.333333333
2653,223427.166666667
2654,248171.333333333
2655,355250
2656,254818.333333333
2657,295302.666666667
2658,272672
2659,267733.333333333
2660,291255
2661,325804.666666667
2662,350000
2663,257097.666666667
2664,182862.5
2665,269983.333333333
2666,201899
2667,153300
2668,168779.166666667
2669,167923.5
2670,247200
2671,174073.333333333
2672,180889.166666667
2673,222006.5
2674,222006.5
2675,178845.833333333
2676,172840
2677,215113
2678,267938.666666667
2679,238348.333333333
2680,236916.666666667
2681,344806.666666667
2682,307161.666666667
2683,266857.166666667
2684,262083.333333333
2685,297500
2686,214883.333333333
2687,319737
2688,223490.166666667
2689,182153.333333333
2690,423215.5
2691,187725
2692,138966.666666667
2693,188940.166666667
2694,132483.333333333
2695,177566.666666667
2696,162583.333333333
2697,184733.333333333
2698,174150
2699,209475
2700,155250
2701,162156.666666667
2702,111091.666666667
2703,104066.666666667
2704,145833.333333333
2705,131066.666666667
2706,102709.666666667
2707,113543
2708,144858.333333333
2709,119100
2710,127333.333333333
2711,378146
2712,281166.666666667
2713,174799.333333333
2714,128605.5
2715,174038.833333333
2716,139450
2717,180833.333333333
2718,192915.666666667
2719,158059.833333333
2720,161075
2721,128900
2722,204416.666666667
2723,153916.666666667
2724,129500
2725,144250
2726,144833.333333333
2727,164659.333333333
2728,168233.333333333
2729,156750
2730,153750
2731,122833.333333333
2732,127008.333333333
2733,167750
2734,168106.833333333
2735,164416.666666667
2736,158333.333333333
2737,122150
2738,188125
2739,155309.833333333
2740,133841.666666667
2741,156683.333333333
2742,156650
2743,154750
2744,151983.333333333
2745,125916.666666667
2746,142691.666666667
2747,126800
2748,110783.333333333
2749,139758.333333333
2750,163750
2751,172666.666666667
2752,202750
2753,166733.333333333
2754,291965.666666667
2755,129900
2756,100708.333333333
2757,105791.666666667
2758,101583.333333333
2759,178650
2760,233483.333333333
2761,148083.333333333
2762,148966.666666667
2763,226650
2764,120733.333333333
2765,196716.666666667
2766,175200
2767,98483.3333333333
2768,196846.666666667
2769,152500
2770,134666.666666667
2771,124566.666666667
2772,139416.666666667
2773,169979.166666667
2774,138650
2775,136458.333333333
2776,125150
2777,119500
2778,140267.333333333
2779,170916.666666667
2780,134433.333333333
2781,101000
2782,119800
2783,148650
2784,121500
2785,126216.666666667
2786,92066.6666666667
2787,114316.666666667
2788,105833.333333333
2789,134666.666666667
2790,87883.3333333333
2791,178316.666666667
2792,100063.333333333
2793,197583.333333333
2794,122416.666666667
2795,119250
2796,121950
2797,193887.333333333
2798,147733.333333333
2799,140833.333333333
2800,99500
2801,124616.666666667
2802,149350
2803,207184.166666667
2804,156666.666666667
2805,95483.3333333333
2806,94613.3333333333
2807,120000
2808,147466.666666667
2809,126150
2810,135833.333333333
2811,162854.166666667
2812,134643.333333333
2813,197110.833333333
2814,209443.5
2815,123483.333333333
2816,282609
2817,150041.666666667
2818,121375
2819,138250
2820,163666.666666667
2821,103250
2822,212661.666666667
2823,274609
2824,179750
2825,149166.666666667
2826,142250
2827,136483.333333333
2828,262466.666666667
2829,173233.333333333
2830,224000
2831,168358.333333333
2832,296817
2833,212416.666666667
2834,197400
2835,220501.666666667
2836,192916.666666667
2837,152833.333333333
2838,129900
2839,176983.333333333
2840,200076
2841,195791.666666667
2842,189250
2843,180150
2844,156150
2845,120250
2846,212950
2847,206125
2848,158750
2849,175500
2850,271625
2851,169190
2852,245566.666666667
2853,224216.666666667
2854,144450
2855,208326
2856,186616.666666667
2857,189773.333333333
2858,183742.666666667
2859,143583.333333333
2860,124083.333333333
2861,193916.666666667
2862,174733.333333333
2863,111330.5
2864,230883.333333333
2865,131916.666666667
2866,150333.333333333
2867,113150
2868,148650
2869,174916.666666667
2870,213750
2871,109400
2872,82983.3333333333
2873,134250
2874,151666.666666667
2875,120350
2876,150583.333333333
2877,134505.666666667
2878,153000
2879,138333.333333333
2880,123166.666666667
2881,169190
2882,205450
2883,190166.666666667
2884,169966.666666667
2885,190935
2886,271333.333333333
2887,118783.333333333
2888,137066.666666667
2889,72535.1666666667
2890,108650
2891,182916.666666667
2892,99166.6666666667
2893,118833.333333333
2894,86150
2895,286983.333333333
2896,232823.166666667
2897,207687.5
2898,192766.666666667
2899,201441.666666667
2900,154050
2901,343500
2902,208833.333333333
2903,355138
2904,337222
2905,209770.666666667
2906,186639.5
2907,126688.833333333
2908,112000
2909,230688
2910,84250
2911,104066.666666667
2912,140066.666666667
2913,104066.666666667
2914,93000
2915,93000
2916,93816.6666666667
2917,188750
2918,117900
2919,244181.666666667
